"Designator","Footprint","Mid X","Mid Y","Ref X","Ref Y","Pad X","Pad Y","Layer","Rotation","Comment"
"R89","R0805","14550mil","5150mil","14550mil","5150mil","14587mil","5150mil","T","180.00","5.1k"
"R90","R0805","14550mil","5400mil","14550mil","5400mil","14587mil","5400mil","T","180.00","5.1k"
"R91","R0805","14550mil","5500mil","14550mil","5500mil","14587mil","5500mil","T","180.00","5.1k"
"R92","R0805","14550mil","6000mil","14550mil","6000mil","14587mil","6000mil","T","180.00","5.1k"
"R93","R0805","14550mil","6100mil","14550mil","6100mil","14587mil","6100mil","T","180.00","5.1k"
"R94","R0805","450mil","2950mil","450mil","2950mil","413mil","2950mil","T","360.00","5.1k"
"R95","R0805","450mil","2850mil","450mil","2850mil","413mil","2850mil","T","360.00","5.1k"
"R96","R0805","450mil","2300mil","450mil","2300mil","413mil","2300mil","T","360.00","5.1k"
"R97","R0805","450mil","2200mil","450mil","2200mil","413mil","2200mil","T","360.00","5.1k"
"R98","R0805","450mil","1950mil","450mil","1950mil","413mil","1950mil","T","360.00","5.1k"
"R99","R0805","450mil","1850mil","450mil","1850mil","413mil","1850mil","T","360.00","5.1k"
"R100","R0805","450mil","1600mil","450mil","1600mil","413mil","1600mil","T","360.00","5.1k"
"R101","R0805","450mil","1500mil","450mil","1500mil","413mil","1500mil","T","360.00","5.1k"
"R102","R0805","450mil","950mil","450mil","950mil","413mil","950mil","T","360.00","5.1k"
"R103","R0805","450mil","850mil","450mil","850mil","413mil","850mil","T","360.00","5.1k"
"R104","R0805","7500mil","5900mil","7500mil","5900mil","7500mil","5937mil","T","270.00","5.1k"
"R105","R0805","4500mil","1800mil","4500mil","1800mil","4500mil","1763mil","T","90.00","5.1k"
"R106","R0805","5200mil","1800mil","5200mil","1800mil","5200mil","1763mil","T","90.00","5.1k"
"R107","R0805","5900mil","1800mil","5900mil","1800mil","5900mil","1763mil","T","90.00","5.1k"
"R108","R0805","8500mil","1800mil","8500mil","1800mil","8500mil","1763mil","T","90.00","5.1k"
"R109","R0805","9200mil","1800mil","9200mil","1800mil","9200mil","1763mil","T","90.00","5.1k"
"R110","R0805","9900mil","1800mil","9900mil","1800mil","9900mil","1763mil","T","90.00","5.1k"
"R111","R1206","2670mil","4350mil","2670mil","4350mil","2725mil","4350mil","T","180.00","180"
"R112","R1206","4295mil","4350mil","4295mil","4350mil","4350mil","4350mil","T","180.00","180"
"R113","R1206","5920mil","4350mil","5920mil","4350mil","5975mil","4350mil","T","180.00","180"
"R114","R1206","9170mil","4350mil","9170mil","4350mil","9225mil","4350mil","T","180.00","120"
"R115","R1206","10795mil","4350mil","10795mil","4350mil","10850mil","4350mil","T","180.00","120"
"R116","R1206","12420mil","4350mil","12420mil","4350mil","12475mil","4350mil","T","180.00","120"
"R117","R1206","2900mil","4350mil","2900mil","4350mil","2845mil","4350mil","T","360.00","180"
"R118","R1206","4525mil","4350mil","4525mil","4350mil","4470mil","4350mil","T","360.00","180"
"R119","R1206","6150mil","4350mil","6150mil","4350mil","6095mil","4350mil","T","360.00","180"
"R120","R1206","9400mil","4350mil","9400mil","4350mil","9345mil","4350mil","T","360.00","120"
"R121","R1206","11025mil","4350mil","11025mil","4350mil","10970mil","4350mil","T","360.00","120"
"R122","R1206","12650mil","4350mil","12650mil","4350mil","12595mil","4350mil","T","360.00","120"
"R123","R0805","4600mil","1800mil","4600mil","1800mil","4600mil","1763mil","T","90.00","5.1k"
"R124","R0805","5300mil","1800mil","5300mil","1800mil","5300mil","1763mil","T","90.00","5.1k"
"R125","R0805","6000mil","1800mil","6000mil","1800mil","6000mil","1763mil","T","90.00","5.1k"
"R126","R0805","8600mil","1800mil","8600mil","1800mil","8600mil","1763mil","T","90.00","5.1k"
"R127","R0805","9300mil","1800mil","9300mil","1800mil","9300mil","1763mil","T","90.00","5.1k"
"R128","R0805","10000mil","1800mil","10000mil","1800mil","10000mil","1763mil","T","90.00","5.1k"
"R129","R1206","3100mil","4150mil","3100mil","4150mil","3100mil","4095mil","T","90.00","180"
"R130","R1206","4725mil","4150mil","4725mil","4150mil","4725mil","4095mil","T","90.00","180"
"R131","R1206","6350mil","4150mil","6350mil","4150mil","6350mil","4095mil","T","90.00","180"
"R132","R1206","9600mil","4150mil","9600mil","4150mil","9600mil","4095mil","T","90.00","120"
"R133","R1206","11225mil","4150mil","11225mil","4150mil","11225mil","4095mil","T","90.00","120"
"R134","R1206","12850mil","4150mil","12850mil","4150mil","12850mil","4095mil","T","90.00","120"
"R135","R1206","3050mil","3850mil","3050mil","3850mil","3050mil","3905mil","T","270.00","180"
"R136","R1206","4675mil","3850mil","4675mil","3850mil","4675mil","3905mil","T","270.00","180"
"R137","R1206","6300mil","3850mil","6300mil","3850mil","6300mil","3905mil","T","270.00","180"
"R138","R1206","9550mil","3850mil","9550mil","3850mil","9550mil","3905mil","T","270.00","120"
"R139","R1206","11175mil","3850mil","11175mil","3850mil","11175mil","3905mil","T","270.00","120"
"R140","R1206","12800mil","3850mil","12800mil","3850mil","12800mil","3905mil","T","270.00","120"
"R141","R0805","4700mil","1800mil","4700mil","1800mil","4700mil","1763mil","T","90.00","5.1k"
"R142","R0805","5400mil","1800mil","5400mil","1800mil","5400mil","1763mil","T","90.00","5.1k"
"R143","R0805","6100mil","1800mil","6100mil","1800mil","6100mil","1763mil","T","90.00","5.1k"
"R144","R0805","8700mil","1800mil","8700mil","1800mil","8700mil","1763mil","T","90.00","5.1k"
"R145","R0805","9400mil","1800mil","9400mil","1800mil","9400mil","1763mil","T","90.00","5.1k"
"R146","R0805","10100mil","1800mil","10100mil","1800mil","10100mil","1763mil","T","90.00","5.1k"
"R147","R1206","2900mil","3055mil","2900mil","3055mil","2900mil","3000mil","T","90.00","180"
"R148","R1206","4525mil","3055mil","4525mil","3055mil","4525mil","3000mil","T","90.00","180"
"R149","R1206","6150mil","3055mil","6150mil","3055mil","6150mil","3000mil","T","90.00","180"
"R150","R1206","9400mil","3055mil","9400mil","3055mil","9400mil","3000mil","T","90.00","120"
"R151","R1206","11025mil","3055mil","11025mil","3055mil","11025mil","3000mil","T","90.00","120"
"R152","R1206","12650mil","3055mil","12650mil","3055mil","12650mil","3000mil","T","90.00","120"
"R153","R1206","2850mil","2745mil","2850mil","2745mil","2850mil","2800mil","T","270.00","180"
"R154","R1206","4475mil","2745mil","4475mil","2745mil","4475mil","2800mil","T","270.00","180"
"R155","R1206","6100mil","2745mil","6100mil","2745mil","6100mil","2800mil","T","270.00","180"
"R156","R1206","9350mil","2745mil","9350mil","2745mil","9350mil","2800mil","T","270.00","120"
"R157","R1206","10975mil","2745mil","10975mil","2745mil","10975mil","2800mil","T","270.00","120"
"R158","R1206","12600mil","2745mil","12600mil","2745mil","12600mil","2800mil","T","270.00","120"
"R159","R0805","4800mil","1800mil","4800mil","1800mil","4800mil","1763mil","T","90.00","5.1k"
"R160","R0805","5500mil","1800mil","5500mil","1800mil","5500mil","1763mil","T","90.00","5.1k"
"R161","R0805","6200mil","1800mil","6200mil","1800mil","6200mil","1763mil","T","90.00","5.1k"
"R162","R0805","8800mil","1800mil","8800mil","1800mil","8800mil","1763mil","T","90.00","5.1k"
"R163","R0805","9500mil","1800mil","9500mil","1800mil","9500mil","1763mil","T","90.00","5.1k"
"R164","R0805","10200mil","1800mil","10200mil","1800mil","10200mil","1763mil","T","90.00","5.1k"
"R165","R1206","2605mil","2600mil","2605mil","2600mil","2550mil","2600mil","T","360.00","180"
"R166","R1206","4230mil","2600mil","4230mil","2600mil","4175mil","2600mil","T","360.00","180"
"R167","R1206","5855mil","2600mil","5855mil","2600mil","5800mil","2600mil","T","360.00","180"
"R168","R1206","9105mil","2600mil","9105mil","2600mil","9050mil","2600mil","T","360.00","120"
"R169","R1206","10730mil","2600mil","10730mil","2600mil","10675mil","2600mil","T","360.00","120"
"R170","R1206","12355mil","2600mil","12355mil","2600mil","12300mil","2600mil","T","0.00","120"
"R171","R1206","2350mil","2600mil","2350mil","2600mil","2405mil","2600mil","T","180.00","180"
"R172","R1206","3975mil","2600mil","3975mil","2600mil","4030mil","2600mil","T","180.00","180"
"R173","R1206","5600mil","2600mil","5600mil","2600mil","5655mil","2600mil","T","180.00","180"
"R174","R1206","8850mil","2600mil","8850mil","2600mil","8905mil","2600mil","T","180.00","120"
"R175","R1206","10475mil","2600mil","10475mil","2600mil","10530mil","2600mil","T","180.00","120"
"R176","R1206","12100mil","2600mil","12100mil","2600mil","12155mil","2600mil","T","180.00","120"
"R177","R0805","4900mil","1800mil","4900mil","1800mil","4900mil","1763mil","T","90.00","5.1k"
"R178","R0805","5600mil","1800mil","5600mil","1800mil","5600mil","1763mil","T","90.00","5.1k"
"R179","R0805","6300mil","1800mil","6300mil","1800mil","6300mil","1763mil","T","90.00","5.1k"
"R180","R0805","8900mil","1800mil","8900mil","1800mil","8900mil","1763mil","T","90.00","5.1k"
"R181","R0805","9600mil","1800mil","9600mil","1800mil","9600mil","1763mil","T","90.00","5.1k"
"R182","R0805","10300mil","1800mil","10300mil","1800mil","10300mil","1763mil","T","90.00","5.1k"
"R183","R1206","2205mil","2800mil","2205mil","2800mil","2205mil","2855mil","T","270.00","180"
"R184","R1206","3830mil","2800mil","3830mil","2800mil","3830mil","2855mil","T","270.00","180"
"R185","R1206","5455mil","2800mil","5455mil","2800mil","5455mil","2855mil","T","270.00","180"
"R186","R1206","8705mil","2800mil","8705mil","2800mil","8705mil","2855mil","T","270.00","120"
"R187","R1206","10330mil","2800mil","10330mil","2800mil","10330mil","2855mil","T","270.00","120"
"R188","R1206","11955mil","2800mil","11955mil","2800mil","11955mil","2855mil","T","270.00","120"
"R189","R1206","2250mil","3100mil","2250mil","3100mil","2250mil","3045mil","T","90.00","180"
"R190","R1206","3875mil","3100mil","3875mil","3100mil","3875mil","3045mil","T","90.00","180"
"R191","R1206","5500mil","3100mil","5500mil","3100mil","5500mil","3045mil","T","90.00","180"
"R192","R1206","8750mil","3100mil","8750mil","3100mil","8750mil","3045mil","T","90.00","120"
"R193","R1206","10375mil","3100mil","10375mil","3100mil","10375mil","3045mil","T","90.00","120"
"R194","R1206","12000mil","3100mil","12000mil","3100mil","12000mil","3045mil","T","90.00","120"
"R195","R0805","5000mil","1800mil","5000mil","1800mil","5000mil","1763mil","T","90.00","5.1k"
"R196","R0805","5700mil","1800mil","5700mil","1800mil","5700mil","1763mil","T","90.00","5.1k"
"R197","R0805","6400mil","1800mil","6400mil","1800mil","6400mil","1763mil","T","90.00","5.1k"
"R198","R0805","9000mil","1800mil","9000mil","1800mil","9000mil","1763mil","T","90.00","5.1k"
"R199","R0805","9700mil","1800mil","9700mil","1800mil","9700mil","1763mil","T","90.00","5.1k"
"R200","R0805","10400mil","1800mil","10400mil","1800mil","10400mil","1763mil","T","90.00","5.1k"
"R201","R1206","2350mil","3900mil","2350mil","3900mil","2350mil","3955mil","T","270.00","180"
"R202","R1206","3975mil","3900mil","3975mil","3900mil","3975mil","3955mil","T","270.00","180"
"R203","R1206","5600mil","3900mil","5600mil","3900mil","5600mil","3955mil","T","270.00","180"
"R204","R1206","8850mil","3900mil","8850mil","3900mil","8850mil","3955mil","T","270.00","120"
"R205","R1206","10475mil","3900mil","10475mil","3900mil","10475mil","3955mil","T","270.00","120"
"R206","R1206","12100mil","3900mil","12100mil","3900mil","12100mil","3955mil","T","270.00","120"
"R207","R1206","2400mil","4200mil","2400mil","4200mil","2400mil","4145mil","T","90.00","180"
"R208","R1206","4025mil","4200mil","4025mil","4200mil","4025mil","4145mil","T","90.00","180"
"R209","R1206","5650mil","4200mil","5650mil","4200mil","5650mil","4145mil","T","90.00","180"
"R210","R1206","8900mil","4200mil","8900mil","4200mil","8900mil","4145mil","T","90.00","120"
"R211","R1206","10525mil","4200mil","10525mil","4200mil","10525mil","4145mil","T","90.00","120"
"R212","R1206","12150mil","4200mil","12150mil","4200mil","12150mil","4145mil","T","90.00","120"
"R213","R0805","5100mil","1800mil","5100mil","1800mil","5100mil","1763mil","T","90.00","5.1k"
"R214","R0805","5800mil","1800mil","5800mil","1800mil","5800mil","1763mil","T","90.00","5.1k"
"R215","R0805","6500mil","1800mil","6500mil","1800mil","6500mil","1763mil","T","90.00","5.1k"
"R216","R0805","9100mil","1800mil","9100mil","1800mil","9100mil","1763mil","T","90.00","5.1k"
"R217","R0805","9800mil","1800mil","9800mil","1800mil","9800mil","1763mil","T","90.00","5.1k"
"R218","R0805","10500mil","1800mil","10500mil","1800mil","10500mil","1763mil","T","90.00","5.1k"
"R219","R1206","2550mil","3700mil","2550mil","3700mil","2605mil","3700mil","T","180.00","180"
"R220","R1206","4175mil","3700mil","4175mil","3700mil","4230mil","3700mil","T","180.00","180"
"R221","R1206","5800mil","3700mil","5800mil","3700mil","5855mil","3700mil","T","180.00","180"
"R222","R1206","9050mil","3700mil","9050mil","3700mil","9105mil","3700mil","T","180.00","120"
"R223","R1206","10675mil","3700mil","10675mil","3700mil","10730mil","3700mil","T","180.00","120"
"R224","R1206","12300mil","3700mil","12300mil","3700mil","12355mil","3700mil","T","180.00","120"
"R225","R1206","2800mil","3700mil","2800mil","3700mil","2745mil","3700mil","T","360.00","180"
"R226","R1206","4425mil","3700mil","4425mil","3700mil","4370mil","3700mil","T","360.00","180"
"R227","R1206","6050mil","3700mil","6050mil","3700mil","5995mil","3700mil","T","360.00","180"
"R228","R1206","9300mil","3700mil","9300mil","3700mil","9245mil","3700mil","T","360.00","120"
"R229","R1206","10925mil","3700mil","10925mil","3700mil","10870mil","3700mil","T","360.00","120"
"R230","R1206","12550mil","3700mil","12550mil","3700mil","12495mil","3700mil","T","360.00","120"
"U1","SOIC300-20","7400mil","4100mil","7400mil","4100mil","7175mil","3918.898mil","T","360.00","IS/SN74HC573DWZ"
"U3","TQFP-80","7195mil","5300mil","7195mil","5300mil","7382.008mil","5559.842mil","T","270.00","dsPIC30F6014A-30I/PT"
"U5","SOIC_8","6900mil","800mil","6900mil","800mil","6794.685mil","875mil","T","270.00","CAN Transceiver"
"U7","TO263\7","10000mil","5536mil","10000mil","5700mil","9850mil","5372mil","T","360.00","IS/LM2676SADJN"
"U8","D-PAK_/_TO-252AA","5265mil","5935mil","5265mil","5935mil","5175.039mil","5800.158mil","T","0.00","LP2950CDT-3.3"
"U12","D-PAK_/_TO-252AA","13550mil","3735mil","13550mil","3735mil","13460.039mil","3600.157mil","T","0.00","LP2950CDT-3.3"
"U14","SOIC300-20","7400mil","2400mil","7400mil","2400mil","7175mil","2218.898mil","T","360.00","IS/SN74HC573DWZ"
"U19","SOIC300-20","4850mil","1400mil","4850mil","1400mil","4625mil","1218.898mil","T","0.00","IS/SN74HC573DWZ"
"U20","SOIC300-20","5550mil","1400mil","5550mil","1400mil","5325mil","1218.898mil","T","0.00","IS/SN74HC573DWZ"
"U21","SOIC300-20","6250mil","1400mil","6250mil","1400mil","6025mil","1218.898mil","T","0.00","IS/SN74HC573DWZ"
"U22","SOIC300-20","8850mil","1400mil","8850mil","1400mil","8625mil","1218.898mil","T","0.00","IS/SN74HC573DWZ"
"U23","SOIC300-20","9550mil","1400mil","9550mil","1400mil","9325mil","1218.898mil","T","0.00","IS/SN74HC573DWZ"
"U24","SOIC300-20","10250mil","1400mil","10250mil","1400mil","10025mil","1218.898mil","T","0.00","IS/SN74HC573DWZ"
"Y1","XTSL\CSM-7","7250mil","4600mil","7250mil","4600mil","7105mil","4600mil","T","360.00","12.288MHz"
"D3","SOD123","14550mil","990mil","14550mil","990mil","14483.071mil","990mil","T","0.00","3.0V 500mW"
"D4","SOD123","14550mil","1640mil","14550mil","1640mil","14483.071mil","1640mil","T","0.00","3.0V 500mW"
"D5","SOD123","14550mil","1990mil","14550mil","1990mil","14483.071mil","1990mil","T","0.00","3.0V 500mW"
"D6","SOD123","450mil","4655mil","450mil","4655mil","516.929mil","4655mil","T","180.00","3.0V 500mW"
"D7","SOD123","450mil","4050mil","450mil","4050mil","516.929mil","4050mil","T","180.00","3.0V 500mW"
"D8","SOD123","14550mil","2940mil","14550mil","2940mil","14483.071mil","2940mil","T","0.00","3.0V 500mW"
"D9","SOD123","450mil","6005mil","450mil","6005mil","516.929mil","6005mil","T","180.00","3.0V 500mW"
"D10","SOD123","450mil","5355mil","450mil","5355mil","516.929mil","5355mil","T","180.00","3.0V 500mW"
"D11","SOD123","450mil","5005mil","450mil","5005mil","516.929mil","5005mil","T","180.00","3.0V 500mW"
"D15","SOD123","14550mil","4265mil","14550mil","4265mil","14483.071mil","4265mil","T","0.00","3.0V 500mW"
"D16","SOD123","14555mil","4910mil","14555mil","4910mil","14488.071mil","4910mil","T","0.00","3.0V 500mW"
"D17","SOD123","14545mil","5260mil","14545mil","5260mil","14478.071mil","5260mil","T","0.00","3.0V 500mW"
"D18","SOD123","14550mil","5630mil","14550mil","5630mil","14483.071mil","5630mil","T","0.00","3.0V 500mW"
"D19","SOD123","14545mil","6220mil","14545mil","6220mil","14478.071mil","6220mil","T","0.00","3.0V 500mW"
"D20","SOD123","450mil","2735mil","450mil","2735mil","516.929mil","2735mil","T","180.00","3.0V 500mW"
"D21","SOD123","450mil","2085mil","450mil","2085mil","516.929mil","2085mil","T","180.00","3.0V 500mW"
"D22","SOD123","450mil","1735mil","450mil","1735mil","516.929mil","1735mil","T","180.00","3.0V 500mW"
"D23","SOD123","450mil","1385mil","450mil","1385mil","516.929mil","1385mil","T","180.00","3.0V 500mW"
"D24","SOD123","450mil","735mil","450mil","735mil","516.929mil","735mil","T","180.00","3.0V 500mW"
"U10","SOIC300-20","7400mil","1700mil","7400mil","1700mil","7175mil","1518.898mil","T","0.00","IS/SN74HC541DWZ"
"U18","SOIC300-20","7400mil","3400mil","7400mil","3400mil","7175mil","3218.898mil","T","0.00","IS/SN74HC541DWZ"
"D25","SOD123","14550mil","2340mil","14550mil","2340mil","14483.071mil","2340mil","T","0.00","3.0V 500mW"
"C53","C0805","7135mil","2900mil","7135mil","2900mil","7135mil","2937mil","T","270.00","0.1uF"
"R231","R0805","7035mil","2900mil","7035mil","2900mil","7035mil","2937mil","T","270.00","5.1k"
"U25","SOIC_16","7400mil","2900mil","7400mil","2900mil","7225mil","2794.685mil","T","360.00","IS/SN74HC138DZ"
"J13","JCPM5086VE0Z","6620mil","6770mil","7120mil","6770mil","7120mil","6770mil","T","180.00","155212-5303-RB"

